instructions_exposure.started,instructions_exposure.stopped,instructions_exposure_loop.thisRepN,instructions_exposure_loop.thisTrialN,instructions_exposure_loop.thisN,instructions_exposure_loop.thisIndex,instructions_exposure_loop.ran,instructions_text,continue_text,participant_id,"What variety of Spanish are you most familiar with? (e.g., Peruvian, Spanish, Mexican)",At what age did you begin learning Spanish?,Are you proficient in any languages other than English/Spanish?,"Are you familiar with Caribbean (e.g., Caribbean, Puerto Rican) or Galician Spanish?",date,expName,psychopyVersion,OS,frameRate,id,study_id,session,trial_exposure.started,trial_exposure.stopped,key_resp_exposure.keys,key_resp_exposure.corr,key_resp.keys,key_resp.rt,key_resp.duration,exposure_loop.thisRepN,exposure_loop.thisTrialN,exposure_loop.thisN,exposure_loop.thisIndex,exposure_loop.ran,item_num,correct_response,question,path,duration,key_resp_exposure.rt,key_resp_exposure.duration,instructions_2afc.started,instructions_2afc.stopped,instructions_2afc_loop.thisRepN,instructions_2afc_loop.thisTrialN,instructions_2afc_loop.thisN,instructions_2afc_loop.thisIndex,instructions_2afc_loop.ran,practice_2afc.started,practice_2afc.stopped,key_resp_2afc_practice.keys,key_resp_2afc_practice.corr,key_resp_2afc_practice.rt,key_resp_2afc_practice.duration,trials_2afc_practice_loop.thisRepN,trials_2afc_practice_loop.thisTrialN,trials_2afc_practice_loop.thisN,trials_2afc_practice_loop.thisIndex,trials_2afc_practice_loop.ran,check_2afc.started,check_2afc.stopped,trial_2afc.started,trial_2afc.stopped,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,key_resp_2afc_trial.duration,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,trials_2afc_loop.ran,target,variety,instructions_lextale.started,instructions_lextale.stopped,instructions_lextale_loop.thisRepN,instructions_lextale_loop.thisTrialN,instructions_lextale_loop.thisN,instructions_lextale_loop.thisIndex,instructions_lextale_loop.ran,practice_lextale.started,practice_lextale.stopped,key_resp_lextale_practice.keys,key_resp_lextale_practice.corr,key_resp_lextale_practice.rt,key_resp_lextale_practice.duration,practice_feedback_lextale.started,practice_feedback_lextale.stopped,trials_lextale_practice_loop.thisRepN,trials_lextale_practice_loop.thisTrialN,trials_lextale_practice_loop.thisN,trials_lextale_practice_loop.thisIndex,trials_lextale_practice_loop.ran,stim,word,prac_button_real,prac_button_false,check_lextale.started,check_lextale.stopped,trial_lextale.started,trial_lextale.stopped,key_resp_lextale_trial.keys,key_resp_lextale_trial.corr,key_resp_lextale_trial.rt,key_resp_lextale_trial.duration,trials_lextale_loop.thisRepN,trials_lextale_loop.thisTrialN,trials_lextale_loop.thisN,trials_lextale_loop.thisIndex,trials_lextale_loop.ran,button_real,button_false,instructions_eq.started,instructions_eq.stopped,trial_eq.started,trial_eq.stopped,slider_eq_trial.response,trials_eq_loop.thisRepN,trials_eq_loop.thisTrialN,trials_eq_loop.thisN,trials_eq_loop.thisIndex,trials_eq_loop.ran,item,is_test_item,is_distractor,is_agree_score,is_disagree_score,end_exp.started,end_exp.stopped
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,60,0,,./stim/wavs/mexican_match_declarative-broad-focus_Emilio-ama-la-marcha.wav,,,,,,,,,,,,,,,,,,,,,,,,323.676,326.232,0,1,2.016,,0,58,58,59,1,0,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,4,1,,./stim/wavs/castilian_match_interrogative-total-yn_Maria-bebe-el-vino.wav,,,,,,,,,,,,,,,,,,,,,,,,326.232,328.913,1,1,2.151,,0,59,59,3,1,0,castilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,63,0,,./stim/wavs/puertorican_match_declarative-broad-focus_Ana-lleva-el-abrigo.wav,,,,,,,,,,,,,,,,,,,,,,,,328.914,331.251,0,1,1.808,,0,60,60,62,1,0,puertorican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,47,0,,./stim/wavs/castilian_match_declarative-broad-focus_Manuela-vende-el-carro.wav,,,,,,,,,,,,,,,,,,,,,,,,331.252,333.869,0,1,2.073,,0,61,61,46,1,0,castilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,37,1,,./stim/wavs/mexican_mismatch_interrogative-total-yn_La-maestra-vive-en-Paris.wav,,,,,,,,,,,,,,,,,,,,,,,,333.869,336.77,1,1,2.382,,0,62,62,36,1,0,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,8,1,,./stim/wavs/cuban_match_interrogative-total-yn_Daniel-iba-a-Bolivia.wav,,,,,,,,,,,,,,,,,,,,,,,,336.77,339.903,0,0,2.608,,0,63,63,7,1,1,cuban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,84,0,,./stim/wavs/puertorican_mismatch_declarative-broad-focus_El-bebe-comia-muy-bien.wav,,,,,,,,,,,,,,,,,,,,,,,,339.904,342.362,0,1,1.919,,0,64,64,83,1,0,puertorican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,5,1,,./stim/wavs/castilian_match_interrogative-total-yn_Mariano-habla-del-tiempo.wav,,,,,,,,,,,,,,,,,,,,,,,,342.364,345.881,1,1,2.999,,0,65,65,4,1,0,castilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,39,1,,./stim/wavs/mexican_mismatch_interrogative-total-yn_Mi-tia-odia-la-lluvia.wav,,,,,,,,,,,,,,,,,,,,,,,,345.882,348.442,1,1,2.036,,0,66,66,38,1,0,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,36,1,,./stim/wavs/mexican_mismatch_interrogative-total-yn_El-nino-oye-el-rio.wav,,,,,,,,,,,,,,,,,,,,,,,,348.443,350.807,1,1,1.833,,0,67,67,35,1,0,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,42,1,,./stim/wavs/puertorican_mismatch_interrogative-total-yn_La-maestra-vive-en-Paris.wav,,,,,,,,,,,,,,,,,,,,,,,,350.807,353.554,0,0,2.214,,0,68,68,41,1,1,puertorican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,18,1,,./stim/wavs/mexican_match_interrogative-total-yn_Marta-abre-el-regalo.wav,,,,,,,,,,,,,,,,,,,,,,,,353.554,356.268,1,1,2.201,,0,69,69,17,1,0,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,30,1,,./stim/wavs/cuban_mismatch_interrogative-total-yn_El-hombre-mira-la-luna.wav,,,,,,,,,,,,,,,,,,,,,,,,356.268,358.637,0,0,1.831,,0,70,70,29,1,1,cuban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,87,0,,./stim/wavs/puertorican_mismatch_declarative-broad-focus_La-maestra-vive-en-Paris.wav,,,,,,,,,,,,,,,,,,,,,,,,358.637,361.663,0,1,2.489,,0,71,71,86,1,0,puertorican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,24,1,,./stim/wavs/puertorican_match_interrogative-total-yn_Maria-bebe-el-vino.wav,,,,,,,,,,,,,,,,,,,,,,,,361.664,364.534,1,1,2.355,,0,72,72,23,1,1,puertorican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,25,1,,./stim/wavs/castilian_mismatch_interrogative-total-yn_La-maestra-vive-en-Paris.wav,,,,,,,,,,,,,,,,,,,,,,,,364.534,367.458,1,1,2.411,,0,73,73,24,1,0,castilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,12,1,,./stim/wavs/cuban_match_interrogative-total-yn_Marta-abre-el-regalo.wav,,,,,,,,,,,,,,,,,,,,,,,,367.459,369.893,0,0,1.913,,0,74,74,11,1,1,cuban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,20,1,,./stim/wavs/puertorican_match_interrogative-total-yn_Daniel-iba-a-Bolivia.wav,,,,,,,,,,,,,,,,,,,,,,,,369.893,372.269,0,0,1.841,,0,75,75,19,1,1,puertorican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,69,0,,./stim/wavs/castilian_mismatch_declarative-broad-focus_El-nino-oye-el-rio.wav,,,,,,,,,,,,,,,,,,,,,,,,372.271,374.849,0,1,2.05,,0,76,76,68,1,0,castilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,31,1,,./stim/wavs/cuban_mismatch_interrogative-total-yn_El-nino-oye-el-rio.wav,,,,,,,,,,,,,,,,,,,,,,,,374.85,377.033,0,0,1.648,,0,77,77,30,1,1,cuban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,85,0,,./stim/wavs/puertorican_mismatch_declarative-broad-focus_El-hombre-mira-la-luna.wav,,,,,,,,,,,,,,,,,,,,,,,,377.034,379.345,0,1,1.775,,0,78,78,84,1,0,puertorican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,14,1,,./stim/wavs/mexican_match_interrogative-total-yn_Daniel-iba-a-Bolivia.wav,,,,,,,,,,,,,,,,,,,,,,,,379.346,382.068,1,1,2.191,,0,79,79,13,1,0,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,2,1,,./stim/wavs/castilian_match_interrogative-total-yn_Emilio-ama-la-marcha.wav,,,,,,,,,,,,,,,,,,,,,,,,382.068,384.905,1,1,2.309,,0,80,80,1,1,0,castilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,29,1,,./stim/wavs/castilian_mismatch_interrogative-total-yn_Mi-tia-odia-la-lluvia.wav,,,,,,,,,,,,,,,,,,,,,,,,384.905,387.499,1,1,2.068,,0,81,81,28,1,0,castilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,17,1,,./stim/wavs/mexican_match_interrogative-total-yn_Mariano-habla-del-tiempo.wav,,,,,,,,,,,,,,,,,,,,,,,,387.499,390.168,1,1,2.14,,0,82,82,16,1,0,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,77,0,,./stim/wavs/cuban_mismatch_declarative-broad-focus_Mi-novio-viene-del-lago.wav,,,,,,,,,,,,,,,,,,,,,,,,390.169,392.956,0,1,2.258,,0,83,83,76,1,0,cuban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,19,1,,./stim/wavs/puertorican_match_interrogative-total-yn_Ana-lleva-el-abrigo.wav,,,,,,,,,,,,,,,,,,,,,,,,392.956,395.173,0,0,1.694,,0,84,84,18,1,1,puertorican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,57,0,,./stim/wavs/mexican_match_declarative-broad-focus_Ana-lleva-el-abrigo.wav,,,,,,,,,,,,,,,,,,,,,,,,395.173,397.438,0,1,1.742,,0,85,85,56,1,0,mexican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,43,1,,./stim/wavs/puertorican_mismatch_interrogative-total-yn_La-nina-lava-el-plato.wav,,,,,,,,,,,,,,,,,,,,,,,,397.439,399.904,0,0,1.925,,0,86,86,42,1,1,puertorican,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,6,1,,./stim/wavs/castilian_match_interrogative-total-yn_Marta-abre-el-regalo.wav,,,,,,,,,,,,,,,,,,,,,,,,399.905,402.562,1,1,2.095,,0,87,87,5,1,0,castilian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Great! Now we will move on. The next task consists of about 60 trials, in each of which you will see a string of letters. 
  
  Your task is to decide whether this is a real Spanish word or not.", (press the spacebar to continue),6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.572,408.107,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"If you think it is an existing Spanish word, you type '1' (for 'REAL'), and if you think it is not an existing Spanish word, you type '0' (for 'FAKE').", (press the spacebar to continue),6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.109,411.715,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"If you are sure that the word exists, even though you don’t know its exact meaning, you may still respond '1' (REAL). 
  
  But if you are not sure if it is an existing word, you should respond '0' (FAKE).
  
  Let's do a practice round...", (press the spacebar to continue),6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.718,413.557,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.562,415.735,1,0,1.637,,415.735,416.72,0,0,0,0,1,0,depiste,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.72,418.215,1,1,0.954,,418.216,419.21,0,1,1,1,1,0,sí,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.21,420.88,0,1,1.122,,420.88,421.885,0,2,2,2,1,0,coné,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.886,423.524,0,1,1.099,,423.525,424.533,0,3,3,3,1,0,calpar,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.535,428.282,0,1,3.219,,428.282,429.296,0,4,4,4,1,0,joten,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.297,431.208,1,1,1.337,,431.208,432.211,0,5,5,5,1,0,sacapuntas,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,6516d5862e627be30bea296f,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_08h04.27.707,empathy_intonation_perc,2024.2.4,Win32,31.70577045,6516d5862e627be30bea296f,687ed1b7e638a4cbf2f02089,6880cef4a01e479eda997fd4,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.212,434.343,0,1,1.596,,434.343,435.332,0,6,6,6,1,0,priba,REAL,FAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
